park_name,width_ft,class,surface,gen_topog,difficulty,date_collected,trail_name,parkid,trailmarkersinstalled,shape
Central Park,9.0,Class V : Fully Developed,Paved,Sloped,1: Flat and smooth,2014.0,Name TBD,M010,No,"MULTILINESTRING ((-73.97081293934403 40.779296718670885, -73.97072834931205 40.779206538942375, -73.97068158956077 40.77916139298789, -73.97066496390876 40.77914403608062, -73.97064594880624 40.77912147456039, -73.97062604679154 40.779095417962054, -73.97058606695747 40.77903913538496, -73.97056749178593 40.77901303408976, -73.97054777917444 40.77898742777688, -73.97052497540604 40.77896027180623, -73.9705017915608 40.77893541201419, -73.97047866587391 40.77891301060322, -73.97044143765699 40.7788791691934, -73.9704120810914 40.778853713467996, -73.97038293786257 40.778830734170896, -73.97036671350054 40.77881972496268, -73.97034753939448 40.77880883385944, -73.97032529716937 40.77879786902234, -73.97029148309859 40.77878274988305))"
Raoul Wallenberg Forest,3.0,Class II : Simple/Minor Developed,Dirt,Sloped,2: Slightly uneven,2014.0,Orange Trail,X259,Yes,"MULTILINESTRING ((-73.91761495410942 40.88716959519557, -73.91761499705945 40.887169406124144, -73.91761599907187 40.88716703495903, -73.91767529035725 40.88702662664821, -73.91771711467759 40.88696067515358, -73.91769250113312 40.88685034895667, -73.91766908178465 40.8868182191182, -73.91773775129519 40.88671885080816, -73.91781535719844 40.88663421266799, -73.91781267185394 40.886572955184995))"
Central Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2014.0,Name TBD,M010,No,"MULTILINESTRING ((-73.9687434993387 40.77839918571312, -73.96849936084925 40.77843393985424, -73.96834283756218 40.77845533161523, -73.96817987343724 40.77844946588398, -73.96801827686352 40.7784006670563, -73.96796760065627 40.77838050334232, -73.96800075938069 40.778333007459))"
Pelham Bay Park,7.0,Class IV : Highly Developed,Dirt,Level,2: Slightly uneven,2014.0,Kazimirof Trail Blue Loop,X039,Yes,"MULTILINESTRING ((-73.78992875183461 40.875993780330205, -73.78987532240335 40.87601733353246, -73.78982368134047 40.87602419217902, -73.78975357837801 40.87602575650657, -73.78969320671537 40.876029306096626, -73.7896448263937 40.87602657768419, -73.7895368496393 40.876005113943314, -73.78944908641766 40.87596441739364, -73.78930122215407 40.87586513863711, -73.78910106935608 40.875721568087016))"
Canarsie Park,7.0,Class IV : Highly Developed,Paved,Wavy,1: Flat and smooth,2015.0,Unnamed Official Trail,B018,No,"MULTILINESTRING ((-73.8980247058364 40.626144789985965, -73.89800215769614 40.626123708610876, -73.8979841952926 40.62611118444409, -73.89795763180048 40.626100438372866, -73.89792951076048 40.626084926258784, -73.89790216395293 40.626074776524355, -73.89787013528847 40.62605866478093, -73.89784982894024 40.62604554236621, -73.89783109811373 40.62602467777229, -73.89782566237034 40.626000846970285, -73.89782648099592 40.62597642558182, -73.89783590306574 40.62595022520623, -73.89785079460351 40.625925816322166, -73.89787037919992 40.625899267465904, -73.89789779518327 40.625864148103595, -73.89791816070428 40.62583855268328, -73.89793305947478 40.625809378240206, -73.89794561671401 40.625777223695316, -73.89795113472005 40.62574804182278, -73.89795116932949 40.625725406369625, -73.89794964848208 40.62569740963761, -73.89794733520209 40.625675963488895, -73.89793564393138 40.62565272238233, -73.89791378461182 40.62563268890554, -73.89787786129219 40.62560763964071, -73.89785598231478 40.62560047187228, -73.89782706933231 40.62559210736055, -73.89779581147396 40.62558374075698, -73.89778377692149 40.625583271692946))"
Cunningham Park,3.0,Class III : Developed/Improved,Dirt,Level,2: Slightly uneven,2014.0,Biking Trail,Q021,No,"MULTILINESTRING ((-73.76887488231739 40.74059180187985, -73.76884939851685 40.740721663753376, -73.76882111050844 40.740751017639816, -73.76865865007433 40.7408241991697, -73.76861021961085 40.740925439899506, -73.76870102748781 40.7410157372722, -73.76869652140289 40.74109894167308, -73.76871912171295 40.741150479137225))"
Riverdale Park,3.0,Class II : Simple/Minor Developed,Dirt,Sloped,4: Strenuous climbs,2014.0,Unnamed Official Trail,X142,Yes,"MULTILINESTRING ((-73.91775240126552 40.89230938517211, -73.91772525538774 40.892311539598516, -73.91766821984208 40.8923160679946, -73.91752584094796 40.89230254732613, -73.91731590344925 40.89233361336099, -73.91696182303781 40.892230904687096))"
Pelham Bay Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2014.0,Unnamed Official Trail,X039,No,"MULTILINESTRING ((-73.82162003553572 40.851058157142376, -73.82166049467514 40.85086945196767, -73.82173862992717 40.850555403181566, -73.82174352821932 40.85042421965856, -73.82170609604742 40.85026206848105))"
Forest Park,5.0,Class IV : Highly Developed,Wood Chips,Wavy,2: Slightly uneven,2013.0,Yellow Trail,Q015,Yes,"MULTILINESTRING ((-73.84319965156473 40.705924033972714, -73.84318248999865 40.70600695593052, -73.84309736715012 40.706062403373984, -73.84296680334687 40.70607961513241, -73.8427985966793 40.706064705377194, -73.84260547575899 40.706006940125356, -73.84247576838543 40.70604079487577, -73.8424304957613 40.70603218164164, -73.84241048377964 40.70603300342933))"
Canarsie Park,5.0,Class IV : Highly Developed,Wood Chips,Level,2: Slightly uneven,2015.0,Blue Trail,B018,Yes,"MULTILINESTRING ((-73.89778377692149 40.625583271692946, -73.89787042271807 40.625536386549555, -73.89806442095121 40.62542546690409, -73.89850862399173 40.625264957585834))"
Pelham Bay Park,,Class I : Minimal/Undeveloped,Dirt,Level,2: Slightly uneven,2014.0,Unnamed Official Trail,X039,Yes,"MULTILINESTRING ((-73.81558309177369 40.84910360620917, -73.81573046422241 40.849084547731955, -73.81583862318902 40.84906984519439, -73.81595015717853 40.849054684186015, -73.81602772924971 40.84904413887329, -73.81613671051329 40.849057097836145, -73.81621432652584 40.8490469486853, -73.81630902047506 40.84903456553777, -73.81636204038381 40.84902782240841, -73.81642780065155 40.84899810001709))"
Highland Park,5.0,Class IV : Highly Developed,Paved,Level,1: Flat and smooth,2021.0,Vernal Pond Loop,Q020,No,"MULTILINESTRING ((-73.89047704078811 40.68535042568334, -73.89031390626681 40.68548701341835, -73.89007112990834 40.685624667618704, -73.88970817019637 40.68576959129655))"
Seton Falls Park,3.0,Class III : Developed/Improved,Dirt,Level,2: Slightly uneven,2015.0,Unnamed Official Trail,X046,Yes,"MULTILINESTRING ((-73.83799688525579 40.8878869708268, -73.83805129820671 40.88797385413845, -73.83809043718462 40.888012767764295, -73.83815031375887 40.88805511789952, -73.83817169654557 40.88812495093509, -73.83817175975014 40.88827007531493, -73.8381105473092 40.88837129156631, -73.83801071339508 40.88848058498646, -73.83798743026445 40.88853519115752))"
LaTourette Park & Golf Course,7.0,Class IV : Highly Developed,Gravel,Level,2: Slightly uneven,2014.0,Multipurpose Trail,R013,No,"MULTILINESTRING ((-74.15687287541498 40.57284212963272, -74.15722479748459 40.57303380635833, -74.15746038504369 40.57310622457103, -74.15767595422847 40.57328710931817, -74.15769000565817 40.57329869961194))"
Richmond Parkway,3.0,Class III : Developed/Improved,Dirt,Sloped,2: Slightly uneven,2014.0,Paulo's Peak Trail,R065,Yes,"MULTILINESTRING ((-74.13011072116399 40.584945854773736, -74.13019471632698 40.58487511797668, -74.13025119309708 40.584730325258974, -74.13027968147162 40.584504268491585, -74.1302908111008 40.58435625735355, -74.13024923367962 40.58417140337576))"
Inwood Hill Park,9.0,Class V : Fully Developed,Paved,Sloped,3: Moderate and rough,2013.0,Unnamed Official Trail,M042,Yes,"MULTILINESTRING ((-73.92878779671987 40.868248024004835, -73.92879817191414 40.86825743961755, -73.92898403633399 40.868456834183135, -73.9291220800242 40.8685043676253, -73.92940529439316 40.86858639839164, -73.92944983952661 40.86862970403715, -73.92945089414242 40.86863523008247))"
Soundview Park,7.0,Class IV : Highly Developed,Paved,Level,1: Flat and smooth,2013.0,Bronx River Greenway,X118,No,"MULTILINESTRING ((-73.87150907972473 40.81589305032174, -73.87152514986306 40.81583465383548, -73.87152055336989 40.81573457188576, -73.87150440188591 40.81564173687108, -73.87147450099032 40.81555273795625, -73.87144287303136 40.81546200364821, -73.87141360782188 40.815363689772745, -73.87139586639374 40.81526203708912, -73.87141950673866 40.81522390395511))"
Pelham Bay Park,5.0,Class III : Developed/Improved,Dirt,Level,2: Slightly uneven,2014.0,Unnamed Official Trail,X039,Yes,"MULTILINESTRING ((-73.79094280016434 40.87510530262931, -73.790741131668 40.8752412713426, -73.79023825656954 40.87558924161228))"
Van Cortlandt Park,5.0,Class III : Developed/Improved,Dirt,Level,2: Slightly uneven,2013.0,John Kieran Nature Trail,X092,Yes,"MULTILINESTRING ((-73.89063729963817 40.89046718654279, -73.89062442655936 40.890475579480295, -73.89050368297195 40.89048367923881, -73.89040505930306 40.89049154683828, -73.89033078843381 40.89052239537924, -73.89030917274482 40.890567236142985, -73.89026185125512 40.89066540715089, -73.89023376209403 40.890726305510796, -73.89023269832194 40.8907913240746, -73.89023049745751 40.890865155510895, -73.89021232376633 40.89090292981328))"
Canarsie Park,3.0,Class I : Minimal/Undeveloped,Grasses,Level,2: Slightly uneven,2015.0,Blue Trail,B018,Yes,"MULTILINESTRING ((-73.89610482272393 40.62611945130232, -73.89617982888818 40.62606175246984, -73.89635714369501 40.62605844004651, -73.89659789524109 40.626073256967885, -73.89685471039988 40.62601299339273, -73.89694994012426 40.626030589410874))"
Inwood Hill Park,7.0,Class IV : Highly Developed,Paved,Sloped,2: Slightly uneven,2013.0,Blue Trail,M042,Yes,"MULTILINESTRING ((-73.92865124025715 40.87051319509451, -73.92865771804432 40.87040072625796, -73.92862830645814 40.870348522947864, -73.92854932405137 40.87029076354806, -73.92850438875426 40.870290995957376, -73.92833537942968 40.87031074149394, -73.92822325873168 40.87032294997239, -73.92798915148089 40.870235363058605, -73.92789332363682 40.870169089379324))"
Kissena Corridor Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2015.0,"Greenway, Orange Trail",Q300,Yes,"MULTILINESTRING ((-73.81619882847524 40.746196728742454, -73.81535145102279 40.74598625009438))"
Forest Park,3.0,Class II : Simple/Minor Developed,Dirt,Wavy,2: Slightly uneven,2016.0,Unnamed Official Trail,Q015,Yes,"MULTILINESTRING ((-73.85475212913846 40.6984818127904, -73.85462377591749 40.698466356417406, -73.85457284615482 40.69848718849241, -73.85439798507076 40.69864843668848, -73.85430446438177 40.698744725513414, -73.85427175834634 40.69875777487152, -73.85424560375145 40.69878539382001, -73.85425031920516 40.69883445526275, -73.85415453007126 40.698978778981726))"
Van Cortlandt Park,9.0,Class IV : Highly Developed,Gravel,Level,2: Slightly uneven,2013.0,Cross Country Trail,X092,Yes,"MULTILINESTRING ((-73.89250044340609 40.89771404690194, -73.8925644719098 40.89799348814122, -73.8925619282257 40.89804298540802, -73.89255154768163 40.898075349966085, -73.89253624202168 40.89809897884071, -73.89252123476035 40.898116404553264, -73.89249373005725 40.8981417933171, -73.89243762011235 40.89818546137484, -73.89236849311946 40.898233250493384, -73.89231123841068 40.898269219179944, -73.89225877335902 40.898293470701695, -73.89223392210056 40.89830126191021))"
Blood Root Valley,5.0,Class III : Developed/Improved,Dirt,Wavy,2: Slightly uneven,2019.0,Blue Trail,R129,Yes,"MULTILINESTRING ((-74.12759459462313 40.592763357905746, -74.12758206432468 40.59275096079862, -74.12757988066554 40.5927488001647, -74.1275880894277 40.592721484465635, -74.12760139171546 40.592689063443295, -74.12756468296382 40.59263561038096, -74.12751720757164 40.59259318896566, -74.12752296645051 40.59255049053904, -74.12752710557376 40.59251636419534, -74.1275467132593 40.59244722362314, -74.12747821694225 40.59225029562151, -74.12743768833883 40.592203115301245, -74.1273407156491 40.59211437441491, -74.12732653128602 40.59208317887459, -74.12729226201219 40.59204807029392, -74.12729187896626 40.5920479113255))"
Soundview Park,5.0,Class IV : Highly Developed,Paved,Level,1: Flat and smooth,2013.0,Unnamed Official Trail,X118,Yes,"MULTILINESTRING ((-73.86592166745287 40.814194905499384, -73.86592692848652 40.81412562188519, -73.86588768678702 40.81403883846033, -73.86580578526289 40.813968822180456, -73.86571610374571 40.813900094398306, -73.86564628677868 40.81382094211475, -73.8656294196734 40.813721110334015, -73.86575356882726 40.813529554186864))"
Forest Park,9.0,Class IV : Highly Developed,Gravel,Level,2: Slightly uneven,2013.0,Bridle Path,Q015,Yes,"MULTILINESTRING ((-73.8444043464879 40.70454698887049, -73.84426030309189 40.70445648071889, -73.84410285491181 40.70426106697793, -73.84400935936337 40.704193774645695, -73.8438615438237 40.704152744968965, -73.84382449577484 40.704141781390064))"
Inwood Hill Park,9.0,Class V : Fully Developed,Paved,Sloped,2: Slightly uneven,2014.0,White Trail,M042,Yes,"MULTILINESTRING ((-73.92262170669493 40.87591994942163, -73.92266600980439 40.87604223025152, -73.92266656698887 40.87613947430783, -73.92265397799429 40.8764153600308, -73.92271591259143 40.8765360866974, -73.92272752823408 40.876543229040145))"
Central Park,7.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2014.0,Name TBD,M010,No,"MULTILINESTRING ((-73.96886527851049 40.77674966045228, -73.96885568271394 40.776751143688244, -73.96884986572452 40.77675263694997, -73.96884470009826 40.77675446357347, -73.96884009105182 40.776756659553236, -73.9688360030435 40.776759233884775, -73.96881144994597 40.7767775614721, -73.96879578319033 40.77679163208417, -73.96877290942219 40.776815831393996, -73.96874768557146 40.776849817623024, -73.96872537837308 40.77687825934391, -73.96870757757004 40.77689606644977, -73.9686095518311 40.7769745906164, -73.9685542824602 40.77701767359379, -73.96852949133213 40.777037991165756, -73.96851630084463 40.77705078370213, -73.96850366588507 40.77706616083081, -73.96846957247593 40.77711834462754, -73.96845684174468 40.77713579288027, -73.96842687700487 40.77717453329292, -73.96840816412082 40.777194392346836, -73.96838998428862 40.777209264561556, -73.96836888004519 40.77722340566323, -73.96833188690418 40.77724500395842, -73.96833070207765 40.77724550251114))"
Van Cortlandt Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2013.0,Unnamed Official Trail,X092,Yes,"MULTILINESTRING ((-73.89183364564701 40.90602731880816, -73.89182263935287 40.90617771439563, -73.89180165513649 40.906574325121454, -73.89188071031796 40.90676569329495, -73.89188470984288 40.90677537723272))"
LaTourette Park & Golf Course,3.0,Class II : Simple/Minor Developed,Dirt,Wavy,2: Slightly uneven,2019.0,"Red Trail, Yellow Trail",R013,Yes,"MULTILINESTRING ((-74.13929971611039 40.58077572830856, -74.13929939722192 40.5807757331978, -74.13926331711502 40.580784950586406, -74.13921015369186 40.58080447176005, -74.13915417166127 40.58084134763954, -74.13910753065211 40.58085879956356, -74.13905677638206 40.58087935785535, -74.13900681105407 40.580891968036646, -74.1389120554985 40.580908448785095, -74.13885654589882 40.5809465756775, -74.13882919236903 40.58095840020846, -74.13881371677165 40.58095010616095, -74.13877364984143 40.58095855376082, -74.13872912852602 40.58099466545117, -74.13866822085517 40.58103723745787, -74.13863064671591 40.58108813815166, -74.13857429128903 40.58113032639453, -74.1385771335956 40.581177269136234, -74.13858814583656 40.58123169078888, -74.13859233524654 40.581236243292366))"
Blood Root Valley,3.0,Class III : Developed/Improved,Dirt,Level,2: Slightly uneven,2014.0,Unnamed Official Trail,R129,Yes,"MULTILINESTRING ((-74.13089424179492 40.586544315272775, -74.13087488160753 40.58648334210427, -74.13087549121265 40.58643818911418, -74.13086531974754 40.5863814766643, -74.13094252240872 40.58631053274252, -74.13091091154132 40.58616737996951, -74.13092976361678 40.58611802865871, -74.13088131363247 40.58600376587739, -74.13075061986937 40.58596270577487, -74.13059101290388 40.5859174045))"
Forest Park,5.0,Class III : Developed/Improved,Wood Chips,Wavy,2: Slightly uneven,2013.0,Blue Trail,Q015,Yes,"MULTILINESTRING ((-73.84984458265006 40.70585724637886, -73.84990863737332 40.70591282581681, -73.85010961692585 40.70611107622754, -73.8503198383491 40.706440002685376))"
Inwood Hill Park,7.0,Class I : Minimal/Undeveloped,Paved,Sloped,3: Moderate and rough,2014.0,Unnamed Official Trail,M042,Yes,"MULTILINESTRING ((-73.92457158192332 40.874713173597094, -73.92448549417027 40.87481207102861, -73.92435122725243 40.87496908313471, -73.9241259812866 40.87531918096724, -73.92412364920166 40.87533247333773))"
Soundview Park,3.0,Class III : Developed/Improved,Dirt,Level,2: Slightly uneven,2015.0,Unnamed Official Trail,X118,No,"MULTILINESTRING ((-73.85829014180261 40.80681268924817, -73.85857553166967 40.80679063978238, -73.85895966578636 40.80676161992628, -73.85908504556524 40.80673679519908, -73.85924986070287 40.80669985094168))"
